1, emp101, Dennis, McClintock, Architect, ONBOARD, 12-08-2020, 16-05-2024, "Dennis McClintock is going to join DataOrb on 12-08-2020 as a Architect."
89, emp117, BONUS, 1246, 10-03-2024, "Performance bonus for 2024"
90, emp118, Bill, Lovelace, Data Scientist, ONBOARD, 02-08-2020, 01-06-2022, "Bill Lovelace is going to join DataOrb on 02-08-2020 as a Data Scientist."
91, emp118, SALARY, 2630, 29-01-2024, "Salary for month 01"
92, emp118, SALARY, 2174, 08-04-2024, "Salary for month 04"
93, emp119, Grace, Ritchie, Architect, ONBOARD, 01-06-2021, 26-09-2024, "Grace Ritchie is going to join DataOrb on 01-06-2021 as a Architect."
94, emp119, SALARY, 4096, 15-08-2023, "Salary for month 08"
95, emp119, SALARY, 2294, 31-08-2023, "Salary for month 08"
96, emp119, SALARY, 4093, 06-01-2023, "Salary for month 01"
97, emp120, Alan, Lovelace, Architect, ONBOARD, 03-08-2021, 08-09-2023, "Alan Lovelace is going to join DataOrb on 03-08-2021 as a Architect."
98, emp120, SALARY, 4556, 21-12-2023, "Salary for month 12"
99, emp120, BONUS, 581, 29-10-2022, "Performance bonus for 2022"
100, emp121, Steve, Hopper, Architect, ONBOARD, 08-02-2021, 26-02-2024, "Steve Hopper is going to join DataOrb on 08-02-2021 as a Architect."
101, emp121, SALARY, 2897, 12-09-2022, "Salary for month 09"
102, emp121, SALARY, 2950, 05-11-2023, "Salary for month 11"
103, emp122, Linus, Turing, Manager, ONBOARD, 04-10-2020, 20-05-2024, "Linus Turing is going to join DataOrb on 04-10-2020 as a Manager."
104, emp122, SALARY, 4383, 09-02-2024, "Salary for month 02"
105, emp122, REIMBURSEMENT, 613, 11-03-2023, "Travel reimbursement"
106, emp123, Steve, Jobs, Architect, ONBOARD, 21-11-2022, 29-07-2022, "Steve Jobs is going to join DataOrb on 21-11-2022 as a Architect."
107, emp123, SALARY, 3885, 15-01-2024, "Salary for month 01"
108, emp123, REIMBURSEMENT, 939, 25-02-2022, "Travel reimbursement"
109, emp124, Steve, Gates, Architect, ONBOARD, 02-02-2021, 25-10-2022, "Steve Gates is going to join DataOrb on 02-02-2021 as a Architect."
110, emp124, SALARY, 2327, 21-04-2023, "Salary for month 04"
111, emp124, SALARY, 3065, 04-10-2022, "Salary for month 10"
112, emp124, EXIT, 05-04-2023, 06-02-2022, "Leaving for personal reasons"
113, emp125, Grace, Gates, Software Engineer, ONBOARD, 11-09-2020, 14-03-2022, "Grace Gates is going to join DataOrb on 11-09-2020 as a Software Engineer."
114, emp125, SALARY, 3462, 28-01-2023, "Salary for month 01"
115, emp125, EXIT, 27-08-2023, 23-05-2022, "Leaving for personal reasons"
116, emp126, Martin, Turing, Architect, ONBOARD, 27-10-2022, 18-07-2023, "Martin Turing is going to join DataOrb on 27-10-2022 as a Architect."
117, emp126, SALARY, 4845, 12-09-2023, "Salary for month 09"
118, emp126, SALARY, 3463, 10-11-2023, "Salary for month 11"
119, emp126, SALARY, 2994, 14-02-2023, "Salary for month 02"
120, emp127, Martin, Torvalds, Architect, ONBOARD, 13-02-2022, 02-12-2022, "Martin Torvalds is going to join DataOrb on 13-02-2022 as a Architect."
121, emp127, SALARY, 2278, 05-09-2023, "Salary for month 09"
122, emp127, SALARY, 2498, 02-06-2023, "Salary for month 06"
123, emp127, BONUS, 1411, 17-09-2023, "Performance bonus for 2023"
124, emp127, EXIT, 15-05-2024, 17-05-2024, "Leaving for personal reasons"
125, emp128, Martin, Lovelace, Manager, ONBOARD, 20-05-2021, 09-11-2024, "Martin Lovelace is going to join DataOrb on 20-05-2021 as a Manager."
126, emp128, SALARY, 4003, 14-01-2023, "Salary for month 01"
127, emp128, SALARY, 2118, 21-12-2024, "Salary for month 12"
128, emp128, BONUS, 1139, 15-07-2023, "Performance bonus for 2023"
129, emp128, REIMBURSEMENT, 139, 02-02-2022, "Travel reimbursement"
130, emp129, Linus, Torvalds, Architect, ONBOARD, 13-01-2022, 06-12-2024, "Linus Torvalds is going to join DataOrb on 13-01-2022 as a Architect."
131, emp129, SALARY, 4610, 02-01-2023, "Salary for month 01"
132, emp129, BONUS, 1588, 09-11-2023, "Performance bonus for 2023"
133, emp129, REIMBURSEMENT, 624, 19-12-2023, "Travel reimbursement"
134, emp129, EXIT, 18-02-2024, 09-02-2024, "Leaving for personal reasons"
135, emp130, Ada, Jobs, Manager, ONBOARD, 10-03-2022, 25-05-2022, "Ada Jobs is going to join DataOrb on 10-03-2022 as a Manager."
136, emp130, SALARY, 2224, 27-05-2022, "Salary for month 05"
137, emp130, BONUS, 1202, 19-04-2022, "Performance bonus for 2022"
138, emp131, Dennis, Gates, Manager, ONBOARD, 17-06-2022, 28-12-2024, "Dennis Gates is going to join DataOrb on 17-06-2022 as a Manager."
139, emp131, SALARY, 4908, 17-07-2024, "Salary for month 07"
140, emp131, SALARY, 4204, 06-06-2022, "Salary for month 06"
141, emp131, SALARY, 3410, 10-07-2023, "Salary for month 07"
142, emp131, SALARY, 4069, 03-11-2023, "Salary for month 11"
143, emp132, Alan, Lovelace, Software Engineer, ONBOARD, 16-08-2021, 11-08-2024, "Alan Lovelace is going to join DataOrb on 16-08-2021 as a Software Engineer."
144, emp132, SALARY, 2151, 29-12-2023, "Salary for month 12"
145, emp132, SALARY, 4781, 17-12-2022, "Salary for month 12"
146, emp132, BONUS, 509, 15-07-2022, "Performance bonus for 2022"
147, emp133, Ada, Torvalds, Data Scientist, ONBOARD, 11-08-2022, 08-06-2022, "Ada Torvalds is going to join DataOrb on 11-08-2022 as a Data Scientist."
148, emp133, SALARY, 2421, 10-12-2022, "Salary for month 12"
149, emp133, SALARY, 2099, 21-05-2022, "Salary for month 05"
150, emp133, SALARY, 2677, 30-11-2024, "Salary for month 11"
151, emp133, SALARY, 4048, 23-06-2024, "Salary for month 06"
152, emp134, Martin, Lovelace, Manager, ONBOARD, 29-04-2022, 15-12-2024, "Martin Lovelace is going to join DataOrb on 29-04-2022 as a Manager."
153, emp134, SALARY, 2607, 12-03-2024, "Salary for month 03"
154, emp134, SALARY, 4688, 29-06-2022, "Salary for month 06"
155, emp134, BONUS, 1644, 09-05-2023, "Performance bonus for 2023"
156, emp134, REIMBURSEMENT, 489, 23-11-2022, "Travel reimbursement"
157, emp135, Martin, Torvalds, Architect, ONBOARD, 07-03-2021, 23-04-2022, "Martin Torvalds is going to join DataOrb on 07-03-2021 as a Architect."
158, emp135, SALARY, 2387, 03-11-2023, "Salary for month 11"
159, emp135, SALARY, 4324, 02-06-2023, "Salary for month 06"
160, emp135, SALARY, 4531, 12-11-2022, "Salary for month 11"
161, emp135, SALARY, 3472, 02-05-2024, "Salary for month 05"
162, emp135, SALARY, 3312, 13-05-2023, "Salary for month 05"
163, emp136, Linus, Jobs, Manager, ONBOARD, 21-09-2022, 07-03-2024, "Linus Jobs is going to join DataOrb on 21-09-2022 as a Manager."
164, emp136, SALARY, 4198, 29-01-2022, "Salary for month 01"
165, emp136, SALARY, 3551, 07-04-2023, "Salary for month 04"
166, emp137, Alan, Torvalds, Software Engineer, ONBOARD, 01-12-2020, 26-07-2023, "Alan Torvalds is going to join DataOrb on 01-12-2020 as a Software Engineer."
167, emp137, SALARY, 2812, 21-01-2024, "Salary for month 01"
168, emp137, SALARY, 2377, 07-02-2024, "Salary for month 02"
169, emp137, SALARY, 2720, 17-12-2023, "Salary for month 12"
170, emp137, SALARY, 4601, 09-04-2023, "Salary for month 04"
171, emp137, BONUS, 523, 01-03-2022, "Performance bonus for 2022"
172, emp137, REIMBURSEMENT, 535, 23-10-2023, "Travel reimbursement"
173, emp138, Grace, Torvalds, Software Engineer, ONBOARD, 24-03-2021, 18-06-2022, "Grace Torvalds is going to join DataOrb on 24-03-2021 as a Software Engineer."
174, emp138, SALARY, 2001, 09-08-2022, "Salary for month 08"
175, emp138, SALARY, 3483, 27-06-2022, "Salary for month 06"
176, emp138, SALARY, 4696, 19-02-2023, "Salary for month 02"
177, emp138, REIMBURSEMENT, 700, 27-12-2024, "Travel reimbursement"
178, emp139, Alan, Hopper, Software Engineer, ONBOARD, 29-04-2021, 27-10-2022, "Alan Hopper is going to join DataOrb on 29-04-2021 as a Software Engineer."
179, emp139, SALARY, 3086, 20-11-2024, "Salary for month 11"
180, emp139, EXIT, 25-04-2024, 14-11-2022, "Leaving for personal reasons"
181, emp140, Steve, Gates, Manager, ONBOARD, 14-11-2021, 13-01-2024, "Steve Gates is going to join DataOrb on 14-11-2021 as a Manager."
182, emp140, SALARY, 3567, 24-08-2023, "Salary for month 08"
183, emp140, SALARY, 3987, 04-05-2022, "Salary for month 05"
184, emp140, SALARY, 2408, 14-11-2024, "Salary for month 11"
185, emp140, SALARY, 3925, 17-05-2024, "Salary for month 05"
186, emp140, BONUS, 1034, 30-09-2024, "Performance bonus for 2024"
187, emp140, EXIT, 09-06-2024, 11-08-2022, "Leaving for personal reasons"
188, emp141, Dennis, Ritchie, Architect, ONBOARD, 21-09-2021, 02-02-2024, "Dennis Ritchie is going to join DataOrb on 21-09-2021 as a Architect."
189, emp141, SALARY, 2450, 24-04-2024, "Salary for month 04"
190, emp141, SALARY, 2216, 08-09-2023, "Salary for month 09"
191, emp141, SALARY, 3730, 09-03-2022, "Salary for month 03"
192, emp142, Steve, Torvalds, Data Scientist, ONBOARD, 24-07-2020, 03-11-2024, "Steve Torvalds is going to join DataOrb on 24-07-2020 as a Data Scientist."
193, emp142, SALARY, 3031, 22-06-2023, "Salary for month 06"
194, emp142, SALARY, 4766, 28-10-2023, "Salary for month 10"
195, emp142, SALARY, 2143, 21-02-2022, "Salary for month 02"
196, emp142, SALARY, 2992, 17-12-2022, "Salary for month 12"
197, emp142, BONUS, 1890, 16-06-2024, "Performance bonus for 2024"
198, emp143, Bill, Hopper, Manager, ONBOARD, 29-08-2022, 21-06-2023, "Bill Hopper is going to join DataOrb on 29-08-2022 as a Manager."
199, emp143, SALARY, 3854, 12-04-2023, "Salary for month 04"
200, emp143, BONUS, 1124, 05-12-2024, "Performance bonus for 2024"
201, emp144, Linus, Gates, Software Engineer, ONBOARD, 02-07-2022, 05-09-2022, "Linus Gates is going to join DataOrb on 02-07-2022 as a Software Engineer."
202, emp144, SALARY, 4325, 27-04-2024, "Salary for month 04"
203, emp144, SALARY, 3964, 21-04-2024, "Salary for month 04"
204, emp144, SALARY, 2388, 26-05-2023, "Salary for month 05"
205, emp144, SALARY, 4528, 15-04-2023, "Salary for month 04"
206, emp144, BONUS, 1448, 08-09-2024, "Performance bonus for 2024"
207, emp144, EXIT, 02-09-2023, 30-08-2024, "Leaving for personal reasons"
208, emp145, Bill, Lovelace, Manager, ONBOARD, 17-09-2020, 19-06-2024, "Bill Lovelace is going to join DataOrb on 17-09-2020 as a Manager."
209, emp145, SALARY, 2879, 16-04-2022, "Salary for month 04"
210, emp145, BONUS, 548, 26-06-2024, "Performance bonus for 2024"
211, emp146, Grace, Gates, Architect, ONBOARD, 13-07-2021, 20-02-2022, "Grace Gates is going to join DataOrb on 13-07-2021 as a Architect."
212, emp146, SALARY, 4966, 02-09-2023, "Salary for month 09"
213, emp146, SALARY, 3388, 30-03-2022, "Salary for month 03"
214, emp146, SALARY, 4870, 05-04-2023, "Salary for month 04"
215, emp146, SALARY, 3864, 13-03-2022, "Salary for month 03"
216, emp146, REIMBURSEMENT, 903, 04-02-2024, "Travel reimbursement"
217, emp146, EXIT, 24-01-2020, 16-12-2024, "Leaving for personal reasons"
218, emp147, Alan, McClintock, Software Engineer, ONBOARD, 23-06-2021, 14-03-2022, "Alan McClintock is going to join DataOrb on 23-06-2021 as a Software Engineer."
219, emp147, SALARY, 3996, 11-05-2022, "Salary for month 05"
220, emp147, SALARY, 4917, 18-07-2024, "Salary for month 07"
221, emp147, SALARY, 2508, 27-12-2023, "Salary for month 12"
222, emp147, BONUS, 1706, 26-09-2023, "Performance bonus for 2023"
223, emp148, Barbara, Hopper, Architect, ONBOARD, 05-06-2022, 17-12-2024, "Barbara Hopper is going to join DataOrb on 05-06-2022 as a Architect."
224, emp148, SALARY, 4953, 06-03-2024, "Salary for month 03"
225, emp148, SALARY, 3075, 28-03-2024, "Salary for month 03"
226, emp149, Bill, Ritchie, Architect, ONBOARD, 16-07-2020, 05-10-2022, "Bill Ritchie is going to join DataOrb on 16-07-2020 as a Architect."
227, emp149, SALARY, 2103, 01-04-2022, "Salary for month 04"
228, emp149, SALARY, 4255, 16-10-2023, "Salary for month 10"
229, emp149, SALARY, 4204, 26-12-2022, "Salary for month 12"
230, emp149, EXIT, 24-11-2020, 14-04-2022, "Leaving for personal reasons"
231, emp150, Barbara, Ritchie, Data Scientist, ONBOARD, 07-03-2022, 15-11-2023, "Barbara Ritchie is going to join DataOrb on 07-03-2022 as a Data Scientist."
232, emp150, SALARY, 2650, 01-06-2022, "Salary for month 06"
233, emp150, BONUS, 931, 21-03-2023, "Performance bonus for 2023"
234, emp151, Dennis, McClintock, Data Scientist, ONBOARD, 10-06-2021, 17-02-2023, "Dennis McClintock is going to join DataOrb on 10-06-2021 as a Data Scientist."
235, emp151, SALARY, 4473, 18-11-2022, "Salary for month 11"
236, emp151, SALARY, 3560, 26-09-2023, "Salary for month 09"
237, emp151, SALARY, 2409, 22-02-2024, "Salary for month 02"
238, emp151, EXIT, 12-05-2022, 18-06-2024, "Leaving for personal reasons"
239, emp152, Steve, Jobs, Architect, ONBOARD, 10-08-2021, 28-12-2022, "Steve Jobs is going to join DataOrb on 10-08-2021 as a Architect."
240, emp152, SALARY, 3080, 31-03-2023, "Salary for month 03"
241, emp152, SALARY, 2139, 16-06-2022, "Salary for month 06"
242, emp152, SALARY, 2433, 19-04-2024, "Salary for month 04"
243, emp152, BONUS, 637, 05-11-2024, "Performance bonus for 2024"
244, emp153, Martin, Jobs, Software Engineer, ONBOARD, 19-06-2020, 03-05-2024, "Martin Jobs is going to join DataOrb on 19-06-2020 as a Software Engineer."
245, emp153, SALARY, 2155, 04-03-2022, "Salary for month 03"
246, emp153, SALARY, 4610, 07-07-2023, "Salary for month 07"
247, emp153, SALARY, 4075, 29-08-2024, "Salary for month 08"
248, emp154, Linus, Lovelace, Software Engineer, ONBOARD, 03-12-2020, 07-09-2023, "Linus Lovelace is going to join DataOrb on 03-12-2020 as a Software Engineer."
249, emp154, SALARY, 3985, 02-09-2022, "Salary for month 09"
250, emp154, SALARY, 2247, 27-06-2023, "Salary for month 06"
251, emp154, SALARY, 4490, 04-09-2023, "Salary for month 09"
252, emp154, SALARY, 3964, 28-06-2024, "Salary for month 06"
253, emp154, BONUS, 979, 18-04-2023, "Performance bonus for 2023"
254, emp155, Alan, McClintock, Architect, ONBOARD, 14-12-2022, 25-02-2024, "Alan McClintock is going to join DataOrb on 14-12-2022 as a Architect."
255, emp155, SALARY, 3975, 20-09-2023, "Salary for month 09"
256, emp155, SALARY, 3538, 09-09-2022, "Salary for month 09"
257, emp155, SALARY, 3357, 04-07-2022, "Salary for month 07"
258, emp155, SALARY, 2729, 26-09-2022, "Salary for month 09"
259, emp155, SALARY, 3901, 11-07-2024, "Salary for month 07"
260, emp155, BONUS, 1672, 24-06-2023, "Performance bonus for 2023"
261, emp155, REIMBURSEMENT, 578, 11-03-2024, "Travel reimbursement"
262, emp155, EXIT, 19-11-2022, 20-10-2022, "Leaving for personal reasons"
263, emp156, Ada, Turing, Manager, ONBOARD, 11-04-2022, 20-10-2023, "Ada Turing is going to join DataOrb on 11-04-2022 as a Manager."
264, emp156, SALARY, 2574, 14-04-2024, "Salary for month 04"
265, emp156, SALARY, 4058, 12-01-2024, "Salary for month 01"
266, emp156, SALARY, 4764, 24-06-2022, "Salary for month 06"
267, emp156, SALARY, 4136, 19-08-2024, "Salary for month 08"
268, emp156, SALARY, 3456, 27-03-2022, "Salary for month 03"
269, emp156, BONUS, 1888, 07-01-2023, "Performance bonus for 2023"
270, emp156, REIMBURSEMENT, 932, 22-09-2023, "Travel reimbursement"
271, emp157, Grace, Gates, Data Scientist, ONBOARD, 24-07-2020, 08-03-2024, "Grace Gates is going to join DataOrb on 24-07-2020 as a Data Scientist."
272, emp157, SALARY, 2843, 23-07-2022, "Salary for month 07"
273, emp157, SALARY, 3741, 20-08-2023, "Salary for month 08"
274, emp157, SALARY, 3751, 21-11-2023, "Salary for month 11"
275, emp157, SALARY, 3714, 05-11-2024, "Salary for month 11"
276, emp157, SALARY, 4830, 18-02-2024, "Salary for month 02"
277, emp157, BONUS, 1196, 21-06-2024, "Performance bonus for 2024"
278, emp157, REIMBURSEMENT, 846, 16-10-2022, "Travel reimbursement"
279, emp157, EXIT, 05-07-2024, 31-05-2023, "Leaving for personal reasons"
280, emp158, Steve, Ritchie, Manager, ONBOARD, 20-07-2022, 28-12-2024, "Steve Ritchie is going to join DataOrb on 20-07-2022 as a Manager."
281, emp158, SALARY, 2463, 14-02-2023, "Salary for month 02"
282, emp158, SALARY, 2080, 09-08-2024, "Salary for month 08"
283, emp158, EXIT, 10-03-2023, 14-04-2023, "Leaving for personal reasons"
284, emp159, Steve, Hopper, Architect, ONBOARD, 30-04-2021, 02-10-2022, "Steve Hopper is going to join DataOrb on 30-04-2021 as a Architect."
285, emp159, SALARY, 2410, 03-09-2022, "Salary for month 09"
286, emp159, SALARY, 2127, 04-06-2022, "Salary for month 06"
287, emp159, SALARY, 2417, 22-09-2024, "Salary for month 09"
288, emp159, SALARY, 4198, 17-09-2023, "Salary for month 09"
289, emp159, SALARY, 3137, 17-05-2022, "Salary for month 05"
290, emp159, BONUS, 674, 30-01-2022, "Performance bonus for 2022"
291, emp160, Alan, McClintock, Software Engineer, ONBOARD, 11-07-2020, 30-06-2024, "Alan McClintock is going to join DataOrb on 11-07-2020 as a Software Engineer."
292, emp160, SALARY, 3603, 14-11-2024, "Salary for month 11"
293, emp160, SALARY, 2338, 19-03-2023, "Salary for month 03"
294, emp160, SALARY, 3871, 29-03-2023, "Salary for month 03"
295, emp160, SALARY, 4217, 20-03-2022, "Salary for month 03"
296, emp161, Bill, Turing, Manager, ONBOARD, 01-11-2020, 15-06-2022, "Bill Turing is going to join DataOrb on 01-11-2020 as a Manager."
297, emp161, SALARY, 4001, 21-10-2022, "Salary for month 10"
298, emp161, SALARY, 2506, 01-08-2024, "Salary for month 08"
299, emp162, Steve, Hopper, Data Scientist, ONBOARD, 22-12-2021, 04-12-2022, "Steve Hopper is going to join DataOrb on 22-12-2021 as a Data Scientist."
300, emp162, SALARY, 3044, 27-03-2023, "Salary for month 03"
301, emp162, SALARY, 2075, 05-10-2024, "Salary for month 10"
302, emp162, SALARY, 2826, 04-11-2024, "Salary for month 11"
303, emp162, SALARY, 4303, 27-11-2024, "Salary for month 11"
304, emp162, SALARY, 2921, 27-09-2022, "Salary for month 09"
305, emp163, Dennis, Torvalds, Data Scientist, ONBOARD, 18-05-2021, 16-06-2023, "Dennis Torvalds is going to join DataOrb on 18-05-2021 as a Data Scientist."
306, emp163, SALARY, 2607, 09-01-2023, "Salary for month 01"
307, emp163, SALARY, 3569, 10-02-2024, "Salary for month 02"
308, emp163, SALARY, 4402, 16-05-2022, "Salary for month 05"
309, emp163, BONUS, 1194, 26-02-2023, "Performance bonus for 2023"
310, emp164, Barbara, Torvalds, Data Scientist, ONBOARD, 03-05-2022, 11-12-2022, "Barbara Torvalds is going to join DataOrb on 03-05-2022 as a Data Scientist."
311, emp164, SALARY, 3793, 19-01-2024, "Salary for month 01"
312, emp164, SALARY, 4732, 23-09-2024, "Salary for month 09"
313, emp164, BONUS, 1139, 22-09-2024, "Performance bonus for 2024"
314, emp164, REIMBURSEMENT, 420, 17-02-2022, "Travel reimbursement"
315, emp164, EXIT, 04-05-2023, 04-04-2024, "Leaving for personal reasons"
316, emp165, Bill, Turing, Data Scientist, ONBOARD, 24-04-2020, 24-04-2023, "Bill Turing is going to join DataOrb on 24-04-2020 as a Data Scientist."
317, emp165, SALARY, 2400, 04-07-2023, "Salary for month 07"
318, emp165, SALARY, 4424, 20-09-2024, "Salary for month 09"
319, emp165, BONUS, 1486, 18-08-2024, "Performance bonus for 2024"
320, emp165, REIMBURSEMENT, 314, 13-05-2022, "Travel reimbursement"
321, emp166, Alan, Hopper, Manager, ONBOARD, 27-05-2021, 19-01-2023, "Alan Hopper is going to join DataOrb on 27-05-2021 as a Manager."
